user_id,user_status,message_status,country,city,scope,sent_date,delivery_date,control_group_date,view_count,view_date,click_count,click_date,failure_count,message_status_time,conversion_count,conversion_date
6824ec1316e22e003c436bca,known,Delivered,,,062eb560-3666-44fc-bab3-9c4642d25a3f,2026-08-11T10:25:29.029Z,2026-08-11T10:25:30.030Z,,,,,,,2026-08-11T10:25:30.030Z,,
5e952c27daf2af370be5f90e,known,Delivered,,,6967f4fc-adc3-4972-9ed9-f05d09d9a523,2026-08-11T10:10:30.030Z,2026-08-11T10:10:32.032Z,,,,,,,2026-08-11T10:10:32.032Z,,
6967caec1dbfd700180fd5b5,known,Delivered,,,0d49046d-ca7c-4744-91a0-766c43b1d875,2026-08-11T09:07:21.021Z,2026-08-11T09:07:24.024Z,,,,,,,2026-08-11T09:07:24.024Z,,
650ad8a0bbc3ba0019b85c28,known,Opened,India,Delhi,64c6b285-6387-40b8-9c5d-32b07afa35a2,2026-08-11T08:10:27.027Z,2026-08-11T08:10:28.028Z,,1,2026-08-11T11:35:18.018Z,,,,2026-08-11T11:35:18.018Z,,
6a703d8f26ca9200198d2d57,known,Delivered,,,758f5f46-a94d-4e97-9d3b-642e34e95c55,2026-08-11T07:42:00.000Z,2026-08-11T07:42:02.002Z,,,,,,,2026-08-11T07:42:02.002Z,,
696f863dad73aa0011b62e9a,known,Opened,,,0be26739-3ecc-4544-b656-4481c538b781,2026-08-11T06:40:23.023Z,2026-08-11T06:40:24.024Z,,1,2026-08-11T06:40:31.031Z,,,,2026-08-11T06:40:31.031Z,,
6a7a5e1f20d6df0019a97446,known,Opened,Pakistan,,693d3c52-4592-4353-8990-fdbcad22dd27,2026-08-11T06:21:27.027Z,2026-08-11T06:21:28.028Z,,2,2026-08-15T20:35:04.004Z,,,,2026-08-15T20:35:04.004Z,,
6a696d72da7e4d0021225651,known,Opened,,,627dcb88-9a59-43e2-a915-62583833098b,2026-08-11T06:08:15.015Z,2026-08-11T06:08:17.017Z,,1,2026-08-11T08:13:40.040Z,,,,2026-08-11T08:13:40.040Z,,
69ee28f77ce6e70019894756,known,Delivered,,,d2b2ba76-2fb5-47e5-b579-0e8b59f51c40,2026-08-11T05:08:28.028Z,2026-08-11T05:08:29.029Z,,,,,,,2026-08-11T05:08:29.029Z,,
682a9588014d26001282f142,known,Opened,,,20ae7b55-31c7-4a9e-b09a-545088686ed5,2026-08-11T04:52:50.050Z,2026-08-11T04:52:51.051Z,,1,2026-08-11T04:53:00.000Z,,,,2026-08-11T04:53:00.000Z,,
68a45f65ab0cb90053ae33fc,known,Delivered,,,962e0d23-9090-42ca-a1a1-b95097be1474,2026-08-11T04:10:28.028Z,2026-08-11T04:10:29.029Z,,,,,,,2026-08-11T04:10:29.029Z,,
69facc2465b8d2002b2cf6bf,known,Delivered,,,f5be1baf-1492-41f0-aa96-7b9bc672e710,2026-08-11T03:59:18.018Z,2026-08-11T03:59:20.020Z,,,,,,,2026-08-11T03:59:20.020Z,,
62b1b1a1aed60c001ad9fd35,known,Delivered,,,bc9a5380-0177-4b66-a1a8-906f9f333536,2026-08-11T03:40:37.037Z,2026-08-11T03:40:38.038Z,,,,,,,2026-08-11T03:40:38.038Z,,
