Snapshot_Date,Month,Core_MRR,Suspense_MRR,Total_MRR,Active_Clients,ARPU,Row_Type
2026-03-12,2026-03,5585896.18,9778.23,5595674.42,10774,518.46,AS_OF_SNAPSHOT
