userId,status,group,businessId,urlKey,country
608fb2fe9ea4be0012330d4b,Opened,TREATED,65539caed40403001a55e081,cheung-ka-ying-bianca,HK
608fb2fe9ea4be0012330d4b,Opened,TREATED,66c964b0f887980048e4a4fa,pignic-catering,IN
608fb2fe9ea4be0012330d4b,Opened,TREATED,6946ee1cca1e2300110193fe,latte-pilates-hk,HK
609e0f2c629b710012772a6f,Delivered,TREATED,609e0f2c629b710012772a71,edoctorbook-private-limited,IN
609e0f2c629b710012772a6f,Delivered,TREATED,60d75c22ebff7e0012c72d0b,provatosoft-private-limited,IN
609e0f2c629b710012772a6f,Delivered,TREATED,60ddda8ed77def001805d8b2,akshant-technology-services,IN
609e0f2c629b710012772a6f,Delivered,TREATED,647dc94787f78c0011977ebd,instrim-labs-llp,IN
60a74c1a8ad53f00130e24a6,Delivered,TREATED,60a74c1a8ad53f00130e24a8,bcm,IN
60a74c1a8ad53f00130e24a6,Delivered,TREATED,60a8fa96c9942c00129568e7,sbst,IN
60a74c1a8ad53f00130e24a6,Delivered,TREATED,644fa0395df2c80012076ed3,sai-corporation-w1wyop,IN
60a74c1a8ad53f00130e24a6,Delivered,TREATED,67c86bbc4f8a030019a1134b,atrangi-kitchen,IN
60b4e3e4504cea0012a69f2d,Added to Control Group,CONTROL,6430fc0cd24ba200119df41b,nishant-chahar-3r3mk9,IN
60b4e3e4504cea0012a69f2d,Added to Control Group,CONTROL,66f41965bd26ce00a308923c,techup-education-private-limited,IN
60b6110261f3630013d035f8,Opened,TREATED,60b6110261f3630013d035fa,cross-impact,IN
60b6110261f3630013d035f8,Opened,TREATED,61120b043f47d10019ecceb6,lighthouse-church,IN
60b6110261f3630013d035f8,Opened,TREATED,61a9d22c0a87810013c81279,sputznik,IN
60b6110261f3630013d035f8,Opened,TREATED,635223a9078b0500124c3b97,inkgraved,IN
60b6110261f3630013d035f8,Opened,TREATED,68e13e5ff0661600480704b2,was-conf-25,IN
60de9e62d77def001806668a,Failed,TREATED,60de9e62d77def00180666a1,sirius-media,IN
60de9e62d77def001806668a,Failed,TREATED,61694e1a4c822e00124d11c5,vinayak-vyas-2ly2br,IN
60de9e62d77def001806668a,Failed,TREATED,63ea71811abdd5001262e149,mekhla-vyas,IN
60de9e62d77def001806668a,Failed,TREATED,66a9faf4b71c720019c21b3d,princy-pandey-sqq4kq,IN
6157dcb5890445001251e00f,Delivered,TREATED,6157e01efb1c7a001222c5b1,aimjapan.net,IN
6157dcb5890445001251e00f,Delivered,TREATED,68a6f70d7908900019afaa19,aimjapanoo7-private-limited,IN
6157dcb5890445001251e00f,Delivered,TREATED,6a41e650083fe7003139e5a8,gowsalya-r,IN
61aa03a1f12523001476cd22,Opened,TREATED,61aa06fda07700001318e434,kdmhr,IN
61aa03a1f12523001476cd22,Opened,TREATED,61aa121ca5e7cd001246990e,eminenthr,IN
61aa03a1f12523001476cd22,Opened,TREATED,61aa12a9f125230014786590,kdmlawfirm,IN
61aa03a1f12523001476cd22,Opened,TREATED,620a4571c9412d001a9baae5,sreethilawfirm,IN
61aa03a1f12523001476cd22,Opened,TREATED,63ae83ba77d07d0012091458,kdmlawacademy,IN
61aa03a1f12523001476cd22,Opened,TREATED,63d116239736ee0013bc6dba,mindrichhr,IN
61ad0dc68677c1001486e478,Opened,TREATED,61ad0dc68677c1001486e485,eleo-technology-and-telecommunications-nig-limited,NG
61b303468087b100122f17e9,Delivered,TREATED,61b3041a8087b100122f47c1,aandk-accounting-and-solution,LK
61b303468087b100122f17e9,Delivered,TREATED,641ae2e3baac1200111ed2e6,sample-sample-pvt-ltd,LK
61b303468087b100122f17e9,Delivered,TREATED,69f0c27357dca90020909820,kabilraj,LK
62188a70c8d604001314b43a,Opened,TREATED,62188a70c8d604001314b44c,flysocial-digital-marketing,IN
62188a70c8d604001314b43a,Opened,TREATED,65814347a6030900122cc11c,royaltech-designs,IN
621c7858cfe6f200125097d3,Delivered,TREATED,621c7bf0f3583f001529a72c,stellar8labs,IN
621c7858cfe6f200125097d3,Delivered,TREATED,6528d5cc2ae76e001249cb1c,devjeet-choudhury-j3ypcj,IN
621c7858cfe6f200125097d3,Delivered,TREATED,694e4e81f48c8300114b0628,inquantic-technologies-private-limited,IN
621c7858cfe6f200125097d3,Delivered,TREATED,6958ccca9d1b120018afb2ac,stellar8-labs,IN
626288592a229c00132612ae,Delivered,TREATED,6262890b50171e00134ea50c,aerpointfans.com,IN
626288592a229c00132612ae,Delivered,TREATED,629727ac7b16f300128c5e72,ayesha-ludhia,IN
626288592a229c00132612ae,Delivered,TREATED,62de4beffccf1a001a329308,ms-g-shopee.com,IN
626288592a229c00132612ae,Delivered,TREATED,63171a7da339940012e6b06f,eken-lites,IN
626288592a229c00132612ae,Delivered,TREATED,631b172f005686001aec7b08,mr-kpd-sigamani,IN
626288592a229c00132612ae,Delivered,TREATED,632ab014a426b00014c1c4ab,triton-hotels-and-resorts,IN
626288592a229c00132612ae,Delivered,TREATED,635b9107cb057300191cb862,shah-plastic-industries,IN
626288592a229c00132612ae,Delivered,TREATED,63e21224add51e0012629935,aerpointfans,IN
62692be460d1f400136ced64,Delivered,TREATED,62692fa660d1f400136d246b,desert-star-trading-wll-88ccrc,QA
62692be460d1f400136ced64,Delivered,TREATED,6269329d87150300135f529d,lightix-trading-i6klwz,IN
62692be460d1f400136ced64,Delivered,TREATED,6309eaa9b06cdb0012f7bf78,classic-trading-and-contracting,QA
62aaacf847e3570012d2a288,Added to Control Group,CONTROL,62aaad92b1c1c80012bb17e4,rivansh-animal-nutrition-private-limited,IN
62aaacf847e3570012d2a288,Added to Control Group,CONTROL,62eea1a24e19c4001a9c0c81,feed-formulation-consultancy-dq1fkb,IN
62aaacf847e3570012d2a288,Added to Control Group,CONTROL,6781283e68234f01064763b0,livestock-nutrition,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,62b1b1a1beacff0019e2cff8,trina-saha-ok8dob,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,62de551d24cf8400196465f0,rajdeep-gupta,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,62de650bbbbd3c0013babc29,sourav-das,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,6412fb5597b6f50013a76b7d,niranjan-mondan-laughtersane,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,643929c72147270018b30924,ravi-raj-shaw,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,6459d5a895a61b0012c13df9,mohit-hiranandani,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,649493ff76b7d500117a74df,shreya-gupta,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,65d71bb327242500206b104b,erika-packard,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,65feda65d259930056b4647d,priyanka-sarkar,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,664eeb5f56a39f00776355a5,ekanansha-roy-chowdhury,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,68d83ccae79a1e0053faf814,niranjan-mondal,IN
62b1b1a1aed60c001ad9fd35,Delivered,TREATED,68f08775c222610019c31af3,shreya-gupto,IN
62e4e888d85fdc0019fd0d25,Added to Control Group,CONTROL,62f35806a42a2000144cb6cb,unsocials-ab29hd,Other
62e4e888d85fdc0019fd0d25,Added to Control Group,CONTROL,64ddad64fe82e6001182b984,unsocials-thailand,TH
62e4e888d85fdc0019fd0d25,Added to Control Group,CONTROL,6645b837902993002b9fc674,infusion-bizz,IN
62e4e888d85fdc0019fd0d25,Added to Control Group,CONTROL,686cc9de8e81a20053d02531,tushar-gaur,TH
62e4e888d85fdc0019fd0d25,Added to Control Group,CONTROL,68a587cca49bf20048884f46,xperience-stays-co-ltd,TH
62f668e350dc690013ae30dc,Added to Control Group,CONTROL,62f669dcccc7890013526c1c,naavigo.com,IN
62f668e350dc690013ae30dc,Added to Control Group,CONTROL,63fa4a7e32619a0012cd4229,savaari-car-rentals-pvt-ltd-y9u2c3,IN
62f668e350dc690013ae30dc,Added to Control Group,CONTROL,6666af686aab3b00279baea5,prashanth-ojs87t,IN
634fe58ab0f92900123c7db1,Failed,TREATED,634fe58ab0f92900123c7dd1,balloonsandconfettii,IN
634fe58ab0f92900123c7db1,Failed,TREATED,638d81ed2d410b00120a2477,kanan-vohera-clothing,IN
636ead057f7764001249e6b8,Opened,TREATED,64687eb559d59500122060b9,vaghani,IN
636ead057f7764001249e6b8,Opened,TREATED,64688e1f8c45780012a0ed6f,labstone-8xi14g,IN
