ID,ClientProfile,InvoiceNumber,Product,AmountInINR,InvoiceDate: Day,Period,Product → Name
699da3cd244e7b001f197b29,5fbe0dbb2c85c876f0604850,80605,67ed22ef8812861b905e55ae,"5,900","Tuesday, February 24, 2026",YEARLY,Accounts Lite
699daf9a36f3c50011875a90,685a573565bf0200432cf8c4,80606,67ed22ef8812861b905e55ae,"3,867","Tuesday, February 24, 2026",QUATERLY,Accounts Lite
699dbc6798104c0018333208,699d78c48f574f002a1a49e4,80607,67ed22ef8812861b905e55ae,"3,481","Tuesday, February 24, 2026",YEARLY,Accounts Lite
699dbd945ec53200115fa195,62a6cbc50575d1001a9509ec,80608,674acc3f26156d43b1904648,"4,000","Tuesday, February 24, 2026",3YEARLY,Inventory Starter
699dc2a3560917001f808d0f,64ca3c1ae9662b0011ed1546,80609,67ed22ef8812861b905e55ae,"6,962","Tuesday, February 24, 2026",YEARLY,Accounts Lite
699dd3971556e50011317005,65772b3226bd9e002049f99d,80610,67ed22ef8812861b905e55ae,"8,075","Tuesday, February 24, 2026",YEARLY,Accounts Lite
699dd41d5a8512002ac7feef,68e54aebd11a140048fd4059,80611,67ed22ef8812861b905e55ae,"2,319","Tuesday, February 24, 2026",QUATERLY,Accounts Lite
699de6e81556e500113432a8,697b94132eea0b0018d292d7,80612,68da88e49da3e16b92877a41,"40,000","Tuesday, February 24, 2026",3YEARLY,Workflows
699df424a4cae80018300b96,66235271220bfc0020ca1db2,80613,67ed22ef8812861b905e55ae,"1,365","Wednesday, February 25, 2026",MONTHLY,Accounts Lite
699e1986476e0d0011a58194,672e41751000dc00193dad45,80615,67ed22ef8812861b905e55ae,"11,295","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699e88384709ff00189dea60,64e8b0ae15cf020012b75da6,80616,67ed22ef8812861b905e55ae,"11,210","Wednesday, February 25, 2026",3YEARLY,Accounts Lite
699e88f51266b5001162e01e,691425632299b600113a18f3,80617,67ed22ef8812861b905e55ae,"5,889","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699e8bbb1266b50011631b51,690ecbbaa211060020da3368,80618,67ed22ef8812861b905e55ae,"29,500","Wednesday, February 25, 2026",LIFETIME,Accounts Lite
699e8c391556e5001145416b,63d91289fb4f3c001245762c,80619,67ed22ef8812861b905e55ae,"14,374","Wednesday, February 25, 2026",3YEARLY,Accounts Lite
699e8d7a0ff129002ae75375,6018d81d4f68e8717fadf72f,80620,67ed22ef8812861b905e58bc,"14,160","Wednesday, February 25, 2026",YEARLY,Accounts GST
699e9666b8ec28001fc0c24d,699c4ab5da6aea0018c58d8c,80621,65cc64881cfc439f4e6d7b5d,"2,360","Wednesday, February 25, 2026",YEARLY,Starter Plus
699e9a91a4cae8001847d3eb,65ef0fbec0ec9d002b9826b5,80622,67ed22ef8812861b905e55ae,"4,501","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699e9c4e0ff129002af08161,68c00ca05e046e003d5a6a50,80623,65cc64881cfc439f4e6d7b5d,"2,950","Wednesday, February 25, 2026",YEARLY,Starter Plus
699ea1ea8032950018c7b3ad,6723407407770200f0ec2c09,80624,65cc64881cfc439f4e6d7b5d,"1,989","Wednesday, February 25, 2026",YEARLY,Starter Plus
699ea2b04d7b33faa0e247cc,6986fe53741dcb002aaeac90,80625,67ed22ef8812861b905e55ae,699,"Wednesday, February 25, 2026",MONTHLY,Accounts Lite
699ea588e48b110011912526,698c6a21d7281e002abd7e72,80626,68da88e49da3e16b92877a41,"29,500","Wednesday, February 25, 2026",YEARLY,Workflows
699ea6254709ff0018b00f6a,650bd2e51a135a0019e72200,80627,67ed22ef8812861b905e55ae,"2,437","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699eaaa6b8ec28001fcce372,66f931a76dfd7400a3a478ac,2025-26/MY/00061,67ed22ef8812861b905e55ae,"2,596","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699eabd1476e0d0011c6144d,699eaaa41556e5001155f27d,80628,65cc64881cfc439f4e6d7b5d,"1,010","Wednesday, February 25, 2026",YEARLY,Starter Plus
699ebbde472988001f9692eb,688ba5ac4d7dbe0053cd7efd,80629,67ed22ef8812861b905e55ae,"2,204","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699ebcb3472988001f971f32,5f71aaac5d5c7862219475d2,80630,67ed22ef8812861b905e55ae,"2,437","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699ebeb24709ff0018bca61b,680108951285580019e43d08,80631,67ed22ef8812861b905e55ae,"4,720","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699ec4a3472988001f9b600d,698817057803da001f1a1205,80632,67ed22ef8812861b905e55ae,"8,762","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699eca761556e5001166e3d2,6237325ec3d7400012b7a4f6,80633,67ed22ef8812861b905e55ae,970,"Wednesday, February 25, 2026",MONTHLY,Accounts Lite
699ed140472988001fa2cab2,6493ef57fb37fb001150fe26,80634,65cc64881cfc439f4e6d7b5d,"4,838","Wednesday, February 25, 2026",YEARLY,Starter Plus
699ed2bccc31788c656d1b4c,65aa0202fa38210019acd91b,80635,67ed22ef8812861b905e55ae,"2,970","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699edabe455fba001fced4bc,6358e65b0919850012810e53,80637,67ed22ef8812861b905e55ae,"2,437","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699ee11640d970001f3f3f7c,65c3519db2eff30040d21706,80638,67ed22ef8812861b905e55ae,"4,838","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699ee138dce8f7002a0b72ca,5f0ead557bdfa00942d74a7a,80639,67ed22ef8812861b905e55ae,"5,782","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699ee1bf1a3b7100113efb07,692966a2799fb4001867f17f,80640,64c15973bf9d64959f848e3b,"1,900","Wednesday, February 25, 2026",YEARLY,Freelancer
699ee1d43ad4d600107a7691,695d8e086309f50011739d5d,80641,64c15973bf9d64959f848e3b,"1,927","Wednesday, February 25, 2026",YEARLY,Freelancer
699ee4fedce8f7002a0cfb0d,695fce65a55134002a2ca40d,80642,66ab9a17719448fd53e25e04,"11,804","Wednesday, February 25, 2026",YEARLY,CRM Essentials
699ee9a99be9cd001f5d5998,6988745382ca4100114d2553,80643,65cc64881cfc439f4e6d7b5d,"2,500","Wednesday, February 25, 2026",YEARLY,Starter Plus
699eef5f016840002a8227e1,63230074f031410012ea17eb,80644,67ed22ef8812861b905e55ae,"2,123","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699ef7b36c688100115f9e09,697b23a72044ec00186f6c7c,80645,67ed22ef8812861b905e55ae,"6,826","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699ef96aefdd970011746681,5f5dcbff198a8f63f77222f1,80646,67ed22ef8812861b905e55ae,"1,949","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699efa533ad4d600107bb6a2,696afb56e076c3001f747155,80647,67ed22ef8812861b905e55ae,"4,000","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699efe369be9cd001f642470,65d71a56ea3bd10019896c94,80648,67ed22ef8812861b905e55ae,"16,292","Wednesday, February 25, 2026",3YEARLY,Accounts Lite
699f006e40d970001f4a6e2e,699ec9895a8512002afe0dbb,80649,65cc64881cfc439f4e6d7b5d,"7,080","Wednesday, February 25, 2026",3YEARLY,Starter Plus
699f02e4016840002a86d60c,694acda6996277001f85bfd7,80650,67ed22ef8812861b905e55ae,"3,481","Wednesday, February 25, 2026",YEARLY,Accounts Lite
699f066983f96a0018d2d01b,66eefe93131a6400329bd5b8,80651,67ed22ef8812861b905e55ae,"10,620","Wednesday, February 25, 2026",3YEARLY,Accounts Lite
699f140283f96a0018d4bc6b,68be7bd8784614002b0dd2b9,80652,67ed22ef8812861b905e55ae,"1,218","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699f3e8b29ba560018effc0b,686a575d74f2d2002b1d5ed2,80653,67ed22ef8812861b905e55ae,"3,938","Wednesday, February 25, 2026",QUATERLY,Accounts Lite
699fc65d40d970001f593be1,6788d5ab2eba920019215683,80654,67ed22ef8812861b905e55ae,"5,782","Thursday, February 26, 2026",YEARLY,Accounts Lite
699fcec19be9cd001f7652d5,69801c660a79850018274776,80655,65cc64881cfc439f4e6d7b5d,"1,000","Thursday, February 26, 2026",YEARLY,Starter Plus
699fdec6016840002a9d67ff,658bfdd95b35e800199d32bf,80656,67ed22ef8812861b905e55ae,"1,364","Thursday, February 26, 2026",MONTHLY,Accounts Lite
699fe17b2df932e390ca3fca,66a25f249fa4f4008d6bcbd5,80657,67ed22ef8812861b905e55ae,"5,782","Thursday, February 26, 2026",YEARLY,Accounts Lite
699feb943ad4d600107e13af,683563c369019400434e0037,80658,67ed22ef8812861b905e55ae,"5,940","Thursday, February 26, 2026",3YEARLY,Accounts Lite
699ff047936f7c0011245d8b,675dea7a1fc88504efee8283,80659,67ed22ef8812861b905e55ae,"7,278","Thursday, February 26, 2026",YEARLY,Accounts Lite
699ff04b016840002aa8eba1,624c2866a61ab10012b3d07e,80660,67ed22ef8812861b905e55ae,"10,006","Thursday, February 26, 2026",3YEARLY,Accounts Lite
699ff20e9be9cd001f887f5a,6221f17df2219e00121db67d,80661,67ed22ef8812861b905e55ae,"45,824","Thursday, February 26, 2026",LIFETIME,Accounts Lite
699ff3149be9cd001f88fe07,6846a8a79b6d91001297510d,80662,65cc64881cfc439f4e6d7b5d,"2,900","Thursday, February 26, 2026",YEARLY,Starter Plus
699ff4b69be9cd001f89e9ea,676d500c2772ad06dee0b6bc,80663,67ed22ef8812861b905e55ae,"4,201","Thursday, February 26, 2026",YEARLY,Accounts Lite
699ff57c29ba5600180b4f19,628fa0cb9e65a90013b80976,80664,67ed22ef8812861b905e55ae,"2,437","Thursday, February 26, 2026",QUATERLY,Accounts Lite
699ff84c3ad4d600107ee00e,637b9fada6790200129b62c8,80665,67ed22ef8812861b905e55ae,"7,080","Thursday, February 26, 2026",2YEARLY,Accounts Lite
69a00429efdd970011a426b2,677815c9222c6c002ece0e81,80666,67ed22ef8812861b905e55ae,"5,900","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a004543ad4d600107f6ef3,67ecf0844df8330019dd8a9f,80667,67ed22ef8812861b905e55ae,"3,984","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a00bc80bd1a3001f7a618e,685d157e8d4802002eec8a5d,2025-26/MY/00062,67ed22ef8812861b905e55ae,"16,304","Thursday, February 26, 2026",3YEARLY,Accounts Lite
69a00c6fdb2fb7001785cded,5fa4d4adea1c9e706a47173b,80668,67ed22ef8812861b905e55ae,"5,570","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a00f450bd1a3001f7bab3c,6891cad937904d004c0adc9e,80669,67ed22ef8812861b905e55ae,846,"Thursday, February 26, 2026",QUATERLY,Accounts Lite
69a010bc2b8744001e637344,61367cc3c64d7800123eb830,80670,67ed22ef8812861b905e55ae,"2,437","Thursday, February 26, 2026",QUATERLY,Accounts Lite
69a013a4887c99002ac26ff3,68ef2b0f4ad5dd004d049bea,80671,65cc64881cfc439f4e6d7b5d,"2,360","Thursday, February 26, 2026",YEARLY,Starter Plus
69a0165658709f0011ec2b84,67c0334bd173e0003cb7b873,80672,67ed22ef8812861b905e55ae,"1,949","Thursday, February 26, 2026",QUATERLY,Accounts Lite
69a0177a90eba80011944cd7,67866df56492b000275b04d1,80673,68da88e49da3e16b92877a41,"62,610","Thursday, February 26, 2026",LIFETIME,Workflows
69a01786db2fb700178c98e3,63b2c75168d630001223a366,80674,67ed22ef8812861b905e55ae,"10,030","Thursday, February 26, 2026",3YEARLY,Accounts Lite
69a01d8e58709f0011f06192,607f0d53d326a30012730b76,80676,67ed22ef8812861b905e55ae,"9,092","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a026e2b86e700011910d95,6804e403a5bf040027e23b69,80677,68da88e59da3e16b92878049,"37,160","Thursday, February 26, 2026",YEARLY,Operations
69a02b368080e70029863c3d,60b090f6f7e49c001204f517,80678,65cc64881cfc439f4e6d7b5d,"5,000","Thursday, February 26, 2026",3YEARLY,Starter Plus
69a02eb990eba8001195ec84,61518552a68f8b0013d7bf5c,80679,67ed22ef8812861b905e55ae,"1,480","Thursday, February 26, 2026",MONTHLY,Accounts Lite
69a038c912e117001f8cf2e3,621501d33998250012eb11d3,80680,67ed22ef8812861b905e55ae,"9,287","Thursday, February 26, 2026",3YEARLY,Accounts Lite
69a03c8bac4a9d0018d26429,623ed867736ee60012382570,80681,66ab9a17719448fd53e25e04,"3,540","Thursday, February 26, 2026",YEARLY,CRM Essentials
69a03d7fb86e70001192676e,686248a72ba2090043e4f765,80682,67ed22f08812861b905e5a7d,"60,000","Thursday, February 26, 2026",LIFETIME,Accounts
69a040206de35d0011936be9,659d0c68f361ce0012f508ed,80683,67ed22ef8812861b905e55ae,"2,870","Thursday, February 26, 2026",QUATERLY,Accounts Lite
69a04b306de35d001198050e,69837c2b43775a0018580793,80684,67ed22ef8812861b905e55ae,"12,898","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a053c0ac4a9d0018daba0c,697196787e2f550018aa09cb,80685,67ed22ef8812861b905e58bc,"7,000","Thursday, February 26, 2026",YEARLY,Accounts GST
69a0540cf2b6700011cef9a7,68df84094d64bb0012c77455,80686,67ed22ef8812861b905e55ae,"1,218","Thursday, February 26, 2026",QUATERLY,Accounts Lite
69a055984a3c73001234e497,69a0541893c6a0001f2e728a,80687,68da88e49da3e16b928775bb,"12,119","Thursday, February 26, 2026",3YEARLY,Accounts Core
69a056d2bb2f2f0026535a62,69594002d0e286001f37f3fe,80688,65cc64881cfc439f4e6d7b5d,"7,006","Thursday, February 26, 2026",YEARLY,Starter Plus
69a05d6083b86c0011f9d965,695666cc31e5e9001f5cf8cc,80689,64c15973bf9d64959f848e3b,"3,000","Thursday, February 26, 2026",3YEARLY,Freelancer
69a06e7f20db5e001f6e827b,5ecf33054d1c3a6e9e6f09c5,80690,67ed22ef8812861b905e55ae,"5,899","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a083b65a9609001fb8c060,685d8f47e8f48e001246b16f,80691,67ed22ef8812861b905e55ae,"7,976","Thursday, February 26, 2026",YEARLY,Accounts Lite
69a088d8a72aaa002660096c,67c94db3b6e14a0035c51330,80692,67ed22ef8812861b905e55ae,"1,828","Thursday, February 26, 2026",QUATERLY,Accounts Lite
69a0d4ba83b86c0011039502,66d079a87b85c600121af032,80693,67ed22f08812861b905e5c06,"36,356","Friday, February 27, 2026",YEARLY,Accounts E-Invoicing
69a0fe64cef6810018357f76,6188e14fb773d50012681204,80694,67ed22ef8812861b905e55ae,"6,439","Friday, February 27, 2026",QUATERLY,Accounts Lite
